PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,[1] HREC_ETIS_1.raw.PG.Quantity,[2] HREC_ETIS_2.raw.PG.Quantity,[3] HREC_ETIS_3.raw.PG.Quantity,[4] HREC_ETIS_4.raw.PG.Quantity,[5] HREC_IRIS_1.raw.PG.Quantity,[6] HREC_IRIS_2.raw.PG.Quantity,[7] HREC_IRIS_3.raw.PG.Quantity,[8] HREC_IRIS_4.raw.PG.Quantity,[9] HREC_P_1.raw.PG.Quantity,[10] HREC_P_2.raw.PG.Quantity,[11] HREC_P_3.raw.PG.Quantity,[12] HREC_P_4.raw.PG.Quantity
P30153,PPP2R1A,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,797479.5625,868577.75,826017,861966.5625,826631.3125,849966.6875,856747.8125,926471.5,763432.0625,760776.3125,744424.3125,798165.5625
P30154,PPP2R1B,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform,14444.08984,13015.58984,12741.32813,12664.98438,12415.67773,12705.49609,10943.05566,11323.22168,12580.5166,15283.10449,13344.37891,12487.60742
P30260,CDC27,Cell division cycle protein 27 homolog,10326.24902,9756.423828,10743.58789,11043.05078,10273.03125,11408.29102,9761.685547,12162.8457,11447.99219,11720.92188,10563.91895,10415.91504
P30279,CCND2,G1/S-specific cyclin-D2,9939.084961,9665.675781,8205.077148,8459.524414,8312.458008,11013.72266,9735.755859,11767.87891,1859.616211,2374.376221,2427.843262,1297.770996
P30291,WEE1,Wee1-like protein kinase,850.4375,835.8848267,761.6575317,707.6955566,2993.306641,1995.639648,1798.450562,2878.3479,4474.107422,1978.25708,1871.376831,654.4459839
P30405,PPIF,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial",109768.0313,113634.0234,104444.1406,102352.8984,112064.2344,121175.3203,114367.3516,130322.9219,83709.35938,76845.53906,77293.11719,80573.48438
P30414,NKTR,NK-tumor recognition protein,4527.108398,3151.272461,3255.641846,3279.81958,3055.355469,4152.40625,3314.133057,4022.4646,4854.380859,5093.310059,6729.149902,4071.208984
P30419,NMT1,Glycylpeptide N-tetradecanoyltransferase 1,450779.75,411892.4688,402341.5938,388305.6875,376260.1563,371426.9688,380287.7813,391000.5,430522.625,454096.0313,385701.875,388367.2813
P30511,HLA-F,"HLA class I histocompatibility antigen, alpha chain F",856.1560669,385.884552,308.2041016,840.199585,358.6314087,753.5420532,556.0342407,545.4682007,176.4720917,422.0484314,83.91882324,469.0926819
P30519,HMOX2,Heme oxygenase 2,100527.9531,95615.04688,107797.0547,91451.36719,88019.03906,82625.71094,88114.16406,101413.1641,95944.97656,82704.4375,91455.85938,76158.21875
P30520,ADSS2,Adenylosuccinate synthetase isozyme 2,126844.9531,128460.9844,129384.3281,131321.6875,129803.5859,128610.8047,152765.9688,123875.6094,156412.75,160918.0781,121586.0391,162757.5938
P30530,AXL,Tyrosine-protein kinase receptor UFO,19251.18164,14238.61816,13900.97461,14249.78418,14865.88184,15159.43652,12294.73633,13226.06543,24286.67188,26272.76758,25063.56641,24772.02344
P30533,LRPAP1,Alpha-2-macroglobulin receptor-associated protein,52597.64063,55795.31641,52332.64453,66359.09375,45079.99219,72037.0625,53011.70313,47138.97266,36460.58203,40264.44531,36775.30469,40301.80078
P30536,TSPO,Translocator protein,NaN,NaN,NaN,NaN,NaN,NaN,NaN,133.7344055,1686.864746,1149.312134,NaN,NaN
P30559,OXTR,Oxytocin receptor,431.7806702,313.6023254,409.1222229,767.2338867,182.367981,273.3551941,528.9401855,1073.716553,336.5427856,219.9051971,415.8460999,392.6422424
P30566,ADSL,Adenylosuccinate lyase,39334.72656,28829.5625,33905.04688,31695.46289,44661.24219,35019.75,33511.64844,33743.85547,88275.73438,35007.01172,74479.36719,34351.31641
P30622,CLIP1,CAP-Gly domain-containing linker protein 1,81550.5625,80191.6875,83644.85938,83124.28906,77651.8125,80501.10938,77578.39844,78401.78125,72056.21094,72113.57813,73044.55469,76899.99219
P30626,SRI,Sorcin,121359.4375,139009.4531,149810.1563,134365.6719,160404.3594,105507.625,155092.9844,166321.2656,46650.80078,120003.4375,50464.15625,142718.4063
P30679,GNA15,Guanine nucleotide-binding protein subunit alpha-15,NaN,104.3113022,35.24407196,20.120224,74.48455048,23.98597145,0.103884973,27.86627007,0.163740814,10.99801254,0.202474564,0.146519005
P30711,GSTT1,Glutathione S-transferase theta-1,21237.53516,17043.08984,20565.58789,18899.96094,14604.24316,19538.82813,17824.88281,17040.60547,12868.87305,11082.99121,19085.17969,14928.62598
P30740,SERPINB1,Leukocyte elastase inhibitor,69698.98438,72048.21875,65211.95313,63193.78906,55337.49609,41311.11719,42479.98047,42162.34375,61781.4375,73907.61719,65601.29688,65669.23438
P30825,SLC7A1,High affinity cationic amino acid transporter 1,13060.73047,96346.28906,100045.3828,107682.0391,111107.0234,113800.3359,111864.3594,126507.7109,17893.72656,63432.62891,29114.57422,148353.1875
P30837,ALDH1B1,"Aldehyde dehydrogenase X, mitochondrial",114733.2891,105217.7656,101324.8125,98857.86719,132366.25,137341.7031,132005.375,117827.9219,84526.50781,59800.30078,76763.96875,63076.85156
P30838,ALDH3A1,"Aldehyde dehydrogenase, dimeric NADP-preferring",714.3345947,1456.307739,201.9007416,534.2127686,210.6088562,1807.355347,305.6454468,433.8294067,436.5382996,835.958252,351.766449,281.8294678
P30876,POLR2B,DNA-directed RNA polymerase II subunit RPB2,30571.57617,29407.88867,28983.07422,29694.33984,28322.62109,33370.32813,30848.08789,27515.00586,49628.67578,35863.62109,42190.11328,36665.84375
P31040,SDHA,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",426967.5313,397805.0625,422393.125,381765.5625,422951.0313,491002.0625,424106.5313,420004.4375,371640.4375,397848.3125,358459.3125,413844.125
P31146,CORO1A,Coronin-1A,19564.24023,15643.71484,14294.33984,22149.02148,26021.28516,37766.75391,20525.29492,12326.86328,25166.00391,9858.516602,9821.430664,14681.56836
P31150,GDI1,Rab GDP dissociation inhibitor alpha,432772.0938,430990.5,455221.5,459824.25,434264.9688,472829.0938,440100.25,456626.2188,268898.0625,243227.0625,248590.7344,274040.7813
P31151,S100A7,Protein S100-A7,2205.541992,1133.980225,1238.528076,889.8670654,574.7683105,976.7924194,826.9797363,745.7617798,1424.758911,2231.08374,1227.440796,524.6870117
P31153,MAT2A,S-adenosylmethionine synthase isoform type-2,53301.29297,71295.24219,71393.53125,57811.39453,71101.4375,72963.21094,71893.96094,70006.20313,74304.55469,53878.74219,80337.75781,76409.32813
P31273,HOXC8,Homeobox protein Hox-C8,242.8165741,2522.939941,975.2563477,351.9584961,623.0545654,965.8040161,1328.381836,322.2570496,698.0180664,706.447937,660.4575195,1919.291992
P31323,PRKAR2B,cAMP-dependent protein kinase type II-beta regulatory subunit,78124.60938,92374.99219,75195.6875,84142.91406,59468.24609,78510.25781,88253.79688,84167.54688,32868.82031,52223.19531,41350.01953,67585.09375
P31327,CPS1,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",7615.479492,7170.086914,6153.984863,5816.782227,8875.382813,8675.330078,8945.013672,8195.844727,5845.634277,6466.341309,6967.039063,6463.558105
P31350,RRM2,Ribonucleoside-diphosphate reductase subunit M2,35035.30859,34528.98828,41297.61328,41044.72266,37897.81641,55064.6875,49907.46094,50322.61328,120920.3906,130361.7734,126518.6016,116402.8672
P31431,SDC4,Syndecan-4,16669.43945,12411.66406,12859.55371,14833.83789,13779.67676,12353.88477,10730.5957,8178.900879,13929.05371,12265.93848,13986.5791,14197.20898
P31483,TIA1,Nucleolysin TIA-1 isoform p40,NaN,NaN,NaN,NaN,NaN,2.030930042,NaN,NaN,1,NaN,NaN,NaN
P31629,HIVEP2,Transcription factor HIVEP2,4246.048828,4708.589355,5132.787109,4741.999023,4955.320313,4556.381836,3954.927979,3708.724121,4299.925293,4429.043457,4926.963379,5662.143066
P31689,DNAJA1,DnaJ homolog subfamily A member 1,45307.53906,50637.58984,47767.50391,50129.73047,51272.44531,57621.94922,46139.82422,51347.58203,43815.49219,48145.80859,44147.27344,50469.81641
P31749,AKT1,RAC-alpha serine/threonine-protein kinase,18583.96094,31700.52344,33035.63672,20090.10547,21094.14453,28272.87695,19810.73633,33260.43359,11590.92969,16390.91992,9785.197266,19528.99023
P31751,AKT2,RAC-beta serine/threonine-protein kinase,16256.12891,19679.61914,18594.48828,21869.61133,18906.16602,19988.22266,16962.74609,20405.3125,19469.87109,17518.84375,18651.00195,16587.09766
P31930,UQCRC1,"Cytochrome b-c1 complex subunit 1, mitochondrial",94443.57813,102421.25,113938.5781,99789.47656,91916.55469,104950.6797,90014.49219,115647.8125,64317.88672,68335.4375,81088.03906,76489.48438
P31937,HIBADH,"3-hydroxyisobutyrate dehydrogenase, mitochondrial",326768.9063,320099.4063,325894.0938,344889.8438,337468.7813,339544.0313,366962.8125,350618.25,276802.5313,303680.125,293681.75,293852.0313
P31939,ATIC,Bifunctional purine biosynthesis protein ATIC,549362,573666.6875,583903.5625,582792.6875,604237.75,627106.625,593807.5625,628465.25,587526.125,583691.4375,572131.125,647360.875
P31942,HNRNPH3,Heterogeneous nuclear ribonucleoprotein H3,89959.79688,127322.7891,114942.0156,137647.5625,122897.8984,104246.8438,101608.3516,109239.0391,233040,222531.3906,217361.2188,258846.8125
P31943,HNRNPH1,Heterogeneous nuclear ribonucleoprotein H,681451.9375,753682.625,768889.8125,785767.6875,695502.125,642077,799536.625,712013.25,810668.625,930997.75,874834.4375,955730.9375
P31944,CASP14,Caspase-14,371.787262,306.182312,1140.556396,349.7831421,779.6033325,1189.266479,1766.786377,250.9993134,1518.647095,394.9871521,1291.089355,684.0730591
P31946,YWHAB,14-3-3 protein beta/alpha,62266.91797,65115.5625,73256.04688,70864.16406,67513.57031,69314.75,61667.54688,63968.65625,42050.55859,41398.98828,38105.20703,49585.64063
P31947,SFN,14-3-3 protein sigma,271322.8438,348267.9375,291938.125,354363.2188,268751.5938,270375.5938,292130.125,252574.7969,407943.25,384952.5313,240247.4063,291991.1563
P31948,STIP1,Stress-induced-phosphoprotein 1,227456.8906,278354.375,328904.25,288957.8438,253739.4219,264871.6875,274343.2813,301753.5,264298.875,285749.8125,247023.6406,309861.2188
P31949,S100A11,Protein S100-A11,50797.43359,73419.71094,80798.82031,86555.76563,61687.98047,99736.38281,118393.7344,95074.10156,28357.63281,27902.93164,27293.33984,31268.95313
P32004,L1CAM,Neural cell adhesion molecule L1,23385.71094,62446.42969,70663.40625,67850.79688,29493.91406,40431.85547,29487.30273,73986.00781,48437.03125,31378.5,29220.04492,33581.65625
P32019,INPP5B,"Type II inositol 1,4,5-trisphosphate 5-phosphatase",3284.008301,2879.714355,3363.765137,1475.19458,6154.781738,5787.526855,2337.366699,2588.130371,2309.61084,2166.532959,2875.824951,3208.226563
P32119,PRDX2,Peroxiredoxin-2,731051.75,714336.5625,728948.8125,716209.3125,710910.5625,715607.4375,816785.1875,756426.8125,596884.5,463685.5938,511533.5313,482520.1875
P32121,ARRB2,Beta-arrestin-2,2149.350586,3331.475586,2733.696045,3234.878662,3358.746338,2227.493408,4706.655762,3342.961182,2478.036865,3400.832275,3412.847412,2287.700195
P32189;Q14409,GK;GK3P,Glycerol kinase;Glycerol kinase 3,5980.347168,5609.400391,5161.640625,6079.355957,5972.259766,6029.219238,6477.102539,5339.04834,4178.538086,4978.467773,6454.369629,5356.057129
P32238,CCKAR,Cholecystokinin receptor type A,250.0701141,330.4361877,702.3717041,932.9981689,359.2449036,499.7888794,1007.940552,312.1788635,891.4424438,996.843689,313.4219971,1580.023193
P32320,CDA,Cytidine deaminase,43024.85938,42112.65234,46620.80859,46491.19922,34772.52344,35588.45313,33812.02734,36758.94922,45169.56641,61448.25781,40068.10547,57119.38672
P32321,DCTD,Deoxycytidylate deaminase,8497.016602,5797.202637,7683.937012,8650.99707,8205.364258,7536.614746,8218.62793,8101.237793,9278.188477,7115.929199,5597.148926,6865.962891
P32322,PYCR1,"Pyrroline-5-carboxylate reductase 1, mitochondrial",28155.17773,32828.20313,31033.97461,27576.11133,38304.25781,43569.10547,35157.78125,34807.78906,37656.50781,38125.35156,33425.73438,41313.50391
P32418,SLC8A1,Sodium/calcium exchanger 1,584.2093506,1268.302124,881.2428589,1171.253906,1603.641357,1025.577637,1133.238159,733.5152588,1451.260986,1568.788696,765.723877,1667.177124
P32455,GBP1,Guanylate-binding protein 1,57439.80078,56082.84766,57409.0625,52913.28906,51997.45313,52667.11719,51247.3125,57179.61719,60592.39453,61007.375,55833.69531,55793.54688
P32456,GBP2,Guanylate-binding protein 2,11250.09863,3705.520752,9844.736328,8898.732422,6850.256348,6810.65918,7423.421875,6194.550293,3706.676025,6039.162109,6029.745117,6035.85498
P32519,ELF1,ETS-related transcription factor Elf-1,10120.56738,7412.076172,7936.055664,9062.692383,8845.790039,7976.35791,10477.6543,8175.499512,13301.46191,14926.43848,10458.75586,12954.81836
P32780,GTF2H1,General transcription factor IIH subunit 1,8951.692383,10327.01855,9420.234375,8356.348633,10234.58203,10311.21875,9645.822266,8985.81543,9221.311523,9007.163086,7912.40332,8204.132813
P32856,STX2,Syntaxin-2,543.3228149,1461.495483,211.2033844,646.380249,1017.874695,1117.765381,2418.561523,2155.536377,1639.743164,1648.689453,1061.781982,774.8981323
P32926,DSG3,Desmoglein-3,514.532959,1592.86792,925.742981,2380.07251,667.6199341,2249.951904,607.2304077,1922.411499,665.1105957,1228.476318,928.2611694,2118.099854
P32929,CTH,Cystathionine gamma-lyase,11346.97266,16468.10938,14063.21777,15772.57813,17653.71875,19492.69531,20512.92773,19583.68555,28784.30664,26528.04297,24500.35352,31799.78516
P32969,RPL9,60S ribosomal protein L9,106517.1406,99624.0625,96020.71875,95525.14063,88969.08594,91485.02344,97584.9375,89440.46094,115672.7813,129425.1094,110137.7656,106827.3906
P32970,CD70,CD70 antigen,1703.268677,814.6273193,726.2541504,680.661499,879.5004272,1389.076782,1715.840332,1958.141968,3444.262207,2308.294678,2741.28418,2524.332031
P33121,ACSL1,Long-chain-fatty-acid--CoA ligase 1,104752.2031,98848.04688,104633.3594,98695.01563,102348.9688,108161.8203,95187.19531,94311.35938,95376.05469,87568.71875,102321.5547,91811.16406
P33176,KIF5B,Kinesin-1 heavy chain,295255.0938,318934.5313,338865.25,337751.875,298226.3438,349108.75,315467.9688,322254,259018.0469,274866.1563,268467.375,278374.25
P33240,CSTF2,Cleavage stimulation factor subunit 2,144236.125,114507.6172,112801.25,112316.1563,118646.6094,116049.4922,113552.2031,121525.9609,126544.4063,163232.4375,146626.2656,128634.6328
P33316,DUT,"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial",91651.14063,64684.20313,62645.36719,67641.55469,76520.90625,79038.14844,77094.75781,88094.86719,134541.1406,129461.4609,120544.2734,154806.2813
P33527,ABCC1,Multidrug resistance-associated protein 1,45700.82422,41606.91797,40855.59375,41446.64063,43864.66406,46020.80859,43482.04297,46875.72656,35884.41406,37648.19531,36906.98828,34311.17578
P33764,S100A3,Protein S100-A3,566.5515747,NaN,NaN,372.4061279,NaN,331.3019714,171.227478,167.354248,414.7640076,NaN,687.3000488,NaN
P33897,ABCD1,ATP-binding cassette sub-family D member 1,8189.791992,9120.376953,8544.091797,8886.007813,8104.521484,7885.938965,9504.374023,8401.8125,4341.895508,4874.629395,4208.004883,4136.598145
P33908,MAN1A1,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA",27811.88867,11338.27637,18871.83398,19412.55078,6579.240234,11668.51563,14336.46582,11084.96875,14162.15723,24211.95117,29010.41016,11666.50781
P33947,KDELR2,ER lumen protein-retaining receptor 2,699.3272705,2285.261719,3772.283203,3620.237305,2222.955566,1700.651489,8949.109375,4113.406738,10243.43457,353.6525269,3063.482422,2069.465332
P33981,TTK,Dual specificity protein kinase TTK,17644.92383,704.5737915,1407.319214,640.4885864,473.5551147,901.4249878,558.2221069,244.7365723,1913.308716,3211.82959,2339.638672,3000.452393
P33991,MCM4,DNA replication licensing factor MCM4,4504.387695,5885.906738,3918.892334,5418.626465,7394.408203,6511.212891,7033.664063,7072.754883,66014.27344,56375.61328,61243.34375,68201.79688
P33992,MCM5,DNA replication licensing factor MCM5,3861.119873,4531.869141,6462.236816,5965.029785,5200.50293,5791.675293,5168.138672,7586.211426,55131.51172,61490.83984,48665.44531,57215.52344
P33993,MCM7,DNA replication licensing factor MCM7,10115.67676,9630.185547,9035.670898,8299.917969,12164.80957,13617.21777,11381.76855,11411.7373,127139.4297,102636.9922,102528.8984,99436.45313
P34059,GALNS,N-acetylgalactosamine-6-sulfatase,15730.32129,17023.65234,15470.16211,15091.93066,14461.04492,13398.81641,13744.82715,13226.22461,7444.599121,7323.411621,6256.97168,7002.838867
P34741,SDC2,Syndecan-2,0.655196965,1.705377698,1.246555209,1,NaN,NaN,0.418443531,0.271963805,0.43785575,3.303674936,2.017074347,2.127929926
P34810,CD68,Macrosialin,138.6892242,2785.775635,1962.381836,3329.626221,4833.688477,1457.871338,1710.317993,4503.534668,2351.965088,626.538269,1416.654785,2008.954102
P34896,SHMT1,"Serine hydroxymethyltransferase, cytosolic",9566.688477,17898.89844,16485.6543,13311.59863,19785.51953,20123.51563,18631.83789,13624.20996,51254.26172,33870.94531,37732.76953,37245.91406
P34897,SHMT2,"Serine hydroxymethyltransferase, mitochondrial",612713.25,577297.375,568085.3125,637800.5,748326.375,775571.5625,751253.1875,715910.125,620982.125,721309.3125,801115.5,840007.25
P34913,EPHX2,Bifunctional epoxide hydrolase 2,998.0386353,1491.546265,540.5484619,1788.435425,1516.259521,1274.517578,1377.152344,1564.432007,819.0921021,1919.773438,380.4664612,781.6349487
P34931,HSPA1L,Heat shock 70 kDa protein 1-like,51873.01563,74581.88281,37567.88672,50660.93359,21612.35352,28968.09961,58565.94531,45732.19141,24865.05078,39617.01172,39611.02734,20155.92578
P34932,HSPA4,Heat shock 70 kDa protein 4,532232.4375,574495.375,588359.625,590091.875,591989.75,625451.375,584895.3125,609424.5625,600117.75,503124.625,533302.125,495208.25
P34949,MPI,Mannose-6-phosphate isomerase,51453.8125,57642.85938,58102.08594,54982.29688,51427.50781,50251.125,50455.3125,50670.27734,36071.48047,41775.3125,36556.60938,37656.29297
P35052,GPC1,Glypican-1,4738.858887,7613.493652,7292.895508,4448.256836,5598.583984,4645.962891,5055.612793,4317.026367,5190.015137,5494.724121,1894.640991,5303.619141
P35080,PFN2,Profilin-2,201302.5,215695.5781,235926.9375,204470.6094,203098.8281,192436.8906,209119.9375,205045.4844,121491.0078,154219.0313,127496.8828,119425.6797
P35221,CTNNA1,Catenin alpha-1,275942.8438,301336.5938,294049.5,286444.125,317861.7813,322062.9375,307552.4063,304800.9375,373398.1875,350654.7813,337270.7813,332235.4688
P35222,CTNNB1,Catenin beta-1,36749.94531,43723.29297,43586.34766,42479.62891,40551.80469,42342.06641,42650.25,45841.98438,51905.92188,46014.4375,41759.88672,43680.05078
P35226,BMI1,Polycomb complex protein BMI-1,NaN,305.0342712,259.0074768,388.7119751,NaN,NaN,NaN,NaN,NaN,294.8778687,NaN,783.2821045
P35232,PHB,Prohibitin,535921.375,572303.375,604717.375,652377.8125,644154.4375,634065.75,707782.75,774825.75,434281.4063,395154.6563,345900,492422.875
P35237,SERPINB6,Serpin B6,52046.38672,41277.23047,31625.8125,15490.17969,14792.35938,24902.33398,36581.77734,20869.01758,120801.6641,111760.4766,119814.2734,129516.1406
P35240,NF2,Merlin,48590.09766,54592.33203,62540.4375,50574.97266,56035.00781,50478.57813,48301.96484,46819.53516,29436.50586,35061.50781,27029.11523,36649.29297
P35241,RDX,Radixin,171779.8594,199522.4375,193827.0156,190891.5781,190469.1875,181953.1719,169288.5781,195415.375,200967.875,190018.2656,192886.2813,185330.2344
P35244,RPA3,Replication protein A 14 kDa subunit,37763.61328,33015.87891,32025.58594,36066.91406,31555.8418,31533.17578,29389.41992,34902.35547,42850.42188,45733.625,35718.84375,39554.89453
P35249,RFC4,Replication factor C subunit 4,4324.810059,6517.60498,7073.012695,4583.361328,7390.777832,6186.038574,6320.711426,5419.247559,7633.4375,10366.16406,4891.555176,12265.48242
